user_id,date,calories_expenditure,total_steps,total_intensity,average_intensity,average_metabolicEquivalent,sleep_mins,drowsy_mins,awake_mins,totalBed_time
1503960366,2016-04-11,1810,10990,322,0.298148055555556,1.6,310,3,16,329
1503960366,2016-04-12,1988,13158,429,0.376315789473684,1.75,327,6,13,346
1503960366,2016-04-13,1798,10735,318,0.311764764705882,1.59,384,12,11,407
1503960366,2016-04-14,1776,10460,293,0.305208375,1.57,,,,
1503960366,2016-04-15,1745,9685,364,0.337036944444444,1.54,412,8,22,442
1503960366,2016-04-16,1866,12669,349,0.276984142857143,1.65,372,8,20,400
1503960366,2016-04-17,1730,9705,318,0.407692307692308,1.53,668,0,11,679
1503960366,2016-04-18,1920,13019,391,0.407291625,1.7,,,,
1503960366,2016-04-19,2034,15506,476,0.3966668,1.8,304,0,16,320
1503960366,2016-04-20,1785,10544,313,0.274561315789474,1.58,360,3,14,377
1503960366,2016-04-21,1777,9819,284,0.249122684210526,1.57,325,3,36,364
1503960366,2016-04-22,1825,12764,382,0.454762,1.61,,,,
1503960366,2016-04-23,1948,14371,427,0.374561368421053,1.72,361,1,22,384
1503960366,2016-04-24,1790,10039,365,0.3041667,1.58,430,0,19,449
1503960366,2016-04-25,2010,15355,463,0.350757590909091,1.78,277,6,40,323
1503960366,2016-04-26,1973,13755,418,0.331746047619048,1.74,245,3,26,274
1503960366,2016-04-27,2159,18125,499,0.5197916875,1.91,,,,
1503960366,2016-04-28,1901,13091,389,0.360185166666667,1.68,366,1,26,393
1503960366,2016-04-29,1839,11181,315,0.276315789473684,1.62,341,0,13,354
1503960366,2016-04-30,1947,14673,441,0.386842157894737,1.72,404,1,20,425
1503960366,2016-05-01,1828,10602,415,0.329365095238095,1.62,369,5,22,396
1503960366,2016-05-02,2016,14710,430,0.377193105263158,1.78,277,6,26,309
1503960366,2016-05-03,1992,15103,452,0.342424227272727,1.77,273,3,20,296
1503960366,2016-05-04,1819,11100,355,0.348039235294118,1.62,,,,
1503960366,2016-05-05,1960,14047,433,0.328030318181818,1.74,247,1,16,264
1503960366,2016-05-06,1897,12159,373,0.296031857142857,1.69,334,2,31,367
1503960366,2016-05-07,1819,11992,378,0.350000055555556,1.62,331,2,16,349
1503960366,2016-05-08,1740,10060,351,0.39,1.55,594,1,16,611
1503960366,2016-05-09,1820,12022,366,0.358823705882353,1.62,338,0,4,342
1503960366,2016-05-10,1861,12207,414,0.405882352941176,1.65,383,1,19,403
1503960366,2016-05-11,1724,11890,393,0.363888944444444,1.75,285,0,21,306
1503960366,2016-05-12,,,,,,,,,
1624580081,2016-03-12,1364,2095,107,0.137179538461538,1.14,,,,
1624580081,2016-03-13,1285,1305,59,0.0702381428571429,1.07,,,,
1624580081,2016-03-14,1356,2553,99,0.117857071428571,1.13,,,,
1624580081,2016-03-15,1469,10003,169,0.201190357142857,1.23,,,,
1624580081,2016-03-16,1625,9914,271,0.237719263157895,1.36,,,,
1624580081,2016-03-17,1752,16111,343,0.317592611111111,1.46,,,,
1624580081,2016-03-18,1410,3196,146,0.135185222222222,1.18,,,,
1624580081,2016-03-19,1372,2064,119,0.1322222,1.15,,,,
1624580081,2016-03-20,1391,4994,122,0.135555666666667,1.16,,,,
1624580081,2016-03-21,1343,2139,99,0.103125,1.12,,,,
1624580081,2016-03-22,1373,3897,96,0.133333416666667,1.15,,,,
1624580081,2016-03-23,1510,4341,205,0.189814777777778,1.26,,,,
1624580081,2016-03-24,1338,1524,88,0.09166675,1.12,,,,
1624580081,2016-03-25,1375,1750,121,0.168055416666667,1.15,,,,
1624580081,2016-03-26,1266,815,47,0.087037,1.06,,,,
1624580081,2016-03-27,1353,1985,112,0.169697,1.13,,,,
1624580081,2016-03-28,1344,1905,95,0.113095142857143,1.12,,,,
1624580081,2016-03-29,1302,1544,66,0.0733332,1.09,,,,
1624580081,2016-03-30,1313,1675,84,0.0777777777777778,1.1,,,,
1624580081,2016-03-31,1499,4506,173,0.1802083125,1.25,,,,
1624580081,2016-04-01,1544,9191,221,0.193859578947368,1.29,,,,
1624580081,2016-04-02,1331,1556,88,0.112820615384615,1.11,,,,
1624580081,2016-04-03,1453,2910,157,0.16354175,1.21,,,,
1624580081,2016-04-04,1577,18464,270,0.236842105263158,1.32,,,,
1624580081,2016-04-05,1310,1335,74,0.0822222,1.09,,,,
1624580081,2016-04-06,1278,1004,55,0.0654762857142857,1.07,,,,
1624580081,2016-04-07,1282,1111,54,0.0692306923076923,1.07,,,,
1624580081,2016-04-08,1411,6309,143,0.1489581875,1.18,,,,
1624580081,2016-04-09,1372,3572,122,0.127083375,1.15,,,,
1624580081,2016-04-10,1554,3910,221,0.216666647058823,1.3,,,,
1624580081,2016-04-11,1470,10000,172,0.150877157894737,1.23,,,,
1624580081,2016-04-12,2106,14661,231,0.167391391304348,1.2,,,,
1624580081,2016-04-13,1412,7007,148,0.1644444,1.18,,,,
1624580081,2016-04-14,1575,9107,236,0.231372647058824,1.31,,,,
1624580081,2016-04-15,1346,1490,96,0.145454636363636,1.12,,,,
1624580081,2016-04-16,1466,5370,176,0.209523785714286,1.22,,,,
1624580081,2016-04-17,1555,6150,216,0.200000055555556,1.3,,,,
1624580081,2016-04-18,1604,10536,267,0.247222333333333,1.34,,,,
1624580081,2016-04-19,1438,2916,141,0.130555666666667,1.2,,,,
1624580081,2016-04-20,1448,4974,151,0.148039235294118,1.21,,,,
1624580081,2016-04-21,1468,6349,186,0.163157842105263,1.23,,,,
1624580081,2016-04-22,1471,4002,199,0.174561473684211,1.23,,,,
1624580081,2016-04-23,1561,8538,227,0.222548941176471,1.31,,,,
1624580081,2016-04-24,1618,6076,269,0.249074,1.35,,,,
1624580081,2016-04-25,1493,6487,202,0.198039235294118,1.25,,,,
1624580081,2016-04-26,1402,2826,140,0.129629722222222,1.17,,,,
1624580081,2016-04-27,1672,8367,277,0.271568705882353,1.4,,,,
1624580081,2016-04-28,1404,2759,125,0.173611166666667,1.17,,,,
1624580081,2016-04-29,1406,2390,150,0.1562500625,1.17,,,,
1624580081,2016-04-30,1656,6474,303,0.265789526315789,1.38,,,,
1624580081,2016-05-01,2692,36019,855,0.647727318181818,2.25,,,,
1624580081,2016-05-02,1497,7155,199,0.195098,1.25,,,,
1624580081,2016-05-03,1334,2100,96,0.114285857142857,1.12,,,,
1624580081,2016-05-04,1372,2193,118,0.12291675,1.14,,,,
1624580081,2016-05-05,1372,2470,117,0.114706,1.15,,,,
1624580081,2016-05-06,1341,1727,102,0.113333333333333,1.12,,,,
1624580081,2016-05-07,1474,2104,182,0.202222333333333,1.23,,,,
1624580081,2016-05-08,1426,3427,152,0.12666675,1.19,,,,
1624580081,2016-05-09,1329,1732,91,0.1011112,1.11,,,,
1624580081,2016-05-10,1393,2969,139,0.136274647058824,1.16,,,,
1624580081,2016-05-11,1363,3134,112,0.1166668125,1.14,,,,
1624580081,2016-05-12,959,2739,99,0.165,1.2,,,,
1644430081,2016-03-12,3753,16702,622,0.431944625,1.86,,,,
1644430081,2016-03-13,2831,7987,272,0.3238095,1.4,,,,
1644430081,2016-03-14,2584,4091,134,0.148888866666667,1.28,,,,
1644430081,2016-03-15,3247,11719,374,0.389583375,1.61,,,,
1644430081,2016-03-16,3486,10778,566,0.393055625,1.72,,,,
1644430081,2016-03-17,2851,4245,288,0.199999833333333,1.41,,,,
1644430081,2016-03-18,2459,1945,168,0.175000125,1.22,,,,
1644430081,2016-03-19,2628,1698,261,0.181249875,1.3,,,,
1644430081,2016-03-20,2945,5633,331,0.324509882352941,1.46,,,,
1644430081,2016-03-21,2881,4101,303,0.210416666666667,1.42,,,,
1644430081,2016-03-22,3492,13788,500,0.347222333333333,1.73,,,,
1644430081,2016-03-23,3699,7265,776,0.538888833333333,1.83,,,,
1644430081,2016-03-24,2923,4816,385,0.32083335,1.44,,,,
1644430081,2016-03-25,2360,2951,109,0.106862941176471,1.17,,,,
1644430081,2016-03-26,2253,2547,52,0.0962963333333333,1.12,,,,
1644430081,2016-03-27,2748,5204,289,0.3010418125,1.36,373,21,101,495
1644430081,2016-03-28,2889,7282,257,0.2677083125,1.43,466,0,0,466
1644430081,2016-03-29,3198,10216,363,0.3025001,1.58,56,29,36,121
1644430081,2016-03-30,3132,8086,375,0.297619095238095,1.55,538,59,243,840
1644430081,2016-03-31,3211,10554,366,0.358823647058823,1.59,,,,
1644430081,2016-04-01,3319,4636,618,0.572222277777778,1.64,,,,
1644430081,2016-04-02,4028,20237,731,0.507638833333333,1.99,,,,
1644430081,2016-04-03,3434,12912,492,0.356521869565217,1.7,,,,
1644430081,2016-04-04,2442,2819,107,0.148611166666667,1.21,,,,
1644430081,2016-04-05,3093,9921,304,0.337777866666667,1.53,,,,
1644430081,2016-04-06,2924,8046,273,0.303333333333333,1.45,,,,
1644430081,2016-04-07,3200,11166,355,0.394444333333333,1.58,,,,
1644430081,2016-04-08,2924,7842,268,0.3190475,1.45,,,,
1644430081,2016-04-09,3286,13840,408,0.6800001,1.63,,,,
1644430081,2016-04-10,487,1329,35,0.2916665,1.44,,,,
1644430081,2016-04-11,,,,,,,,,
1644430081,2016-04-12,3200,10694,364,0.337037,1.58,,,,
1644430081,2016-04-13,2899,8001,257,0.329487230769231,1.43,,,,
1644430081,2016-04-14,3224,11037,383,0.398958375,1.59,,,,
1644430081,2016-04-15,2748,5263,187,0.183333352941176,1.36,,,,
1644430081,2016-04-16,3489,15223,449,0.575640923076923,1.73,,,,
1644430081,2016-04-17,3007,8757,299,0.355952357142857,1.49,,,,
1644430081,2016-04-18,2804,7132,232,0.257777733333333,1.39,,,,
1644430081,2016-04-19,3253,11231,385,0.4010416875,1.61,,,,
1644430081,2016-04-20,2430,2436,125,0.0868055,1.2,,,,
1644430081,2016-04-21,2135,1223,38,0.07916675,1.06,,,,
1644430081,2016-04-22,2341,3673,86,0.1433334,1.16,,,,
1644430081,2016-04-23,2672,6637,190,0.3166668,1.32,,,,
1644430081,2016-04-24,2410,3321,89,0.1059525,1.19,,,,
1644430081,2016-04-25,2493,3580,120,0.166666666666667,1.23,,,,
1644430081,2016-04-26,3118,9919,338,0.331372529411765,1.54,,,,
1644430081,2016-04-27,2488,3032,118,0.151282153846154,1.23,,,,
1644430081,2016-04-28,3106,9405,342,0.38,1.54,,,,
1644430081,2016-04-29,2495,3176,120,0.153846230769231,1.23,119,0,8,127
1644430081,2016-04-30,3843,18213,571,0.634444533333333,1.9,124,3,15,142
1644430081,2016-05-01,2690,6132,203,0.375925777777778,1.33,194,129,36,359
1644430081,2016-05-02,2533,3728,142,0.2366668,1.25,602,0,0,602
1644430081,2016-05-03,3320,12789,436,0.427451058823529,1.64,,,,
1644430081,2016-05-04,2219,2309,52,0.0962963333333333,1.1,,,,
1644430081,2016-05-05,2459,4363,123,0.205,1.22,,,,
1644430081,2016-05-06,3382,9758,424,0.294444458333333,1.67,,,,
1644430081,2016-05-07,3402,13372,400,0.392156941176471,1.68,,,,
1644430081,2016-05-08,2987,6724,295,0.204861125,1.48,137,3,14,154
1644430081,2016-05-09,3004,6643,411,0.297826173913043,1.49,,,,
1644430081,2016-05-10,2795,9167,229,0.346969727272727,1.38,,,,
1644430081,2016-05-11,1179,989,40,0.133333,1.17,,,,
1644430081,2016-05-12,,,,,,,,,
1844505072,2016-03-12,1344,,,,1.0,,,,
1844505072,2016-03-13,1344,,,,1.0,,,,
1844505072,2016-03-14,1344,,,,1.0,,,,
1844505072,2016-03-15,1344,,,,1.0,,,,
1844505072,2016-03-16,1344,,,,1.0,,,,
1844505072,2016-03-17,1344,,,,1.0,,,,
1844505072,2016-03-18,1344,,,,1.0,,,,
1844505072,2016-03-19,1344,,,,1.0,,,,
1844505072,2016-03-20,1344,,,,1.0,,,,
1844505072,2016-03-21,1344,,,,1.0,,,,
1844505072,2016-03-22,1344,,,,1.0,,,,
1844505072,2016-03-23,1344,,,,1.0,,,,
1844505072,2016-03-24,1344,,,,1.0,,,,
1844505072,2016-03-25,1344,,,,1.0,,,,
1844505072,2016-03-26,1344,,,,1.0,,,,
1844505072,2016-03-27,1344,,,,1.0,,,,
1844505072,2016-03-28,1344,,,,1.0,,,,
1844505072,2016-03-29,1344,,,,1.0,,,,
1844505072,2016-03-30,1576,2523,95,0.226190428571429,1.17,,,,
1844505072,2016-03-31,1962,6072,295,0.3072915625,1.46,,,,
1844505072,2016-04-01,1967,6847,296,0.3288888,1.46,,,,
1844505072,2016-04-02,1888,5367,263,0.273958375,1.4,,,,
1844505072,2016-04-03,1634,2841,136,0.2266666,1.21,169,21,0,190
1844505072,2016-04-04,1344,,,,1.0,771,0,0,771
1844505072,2016-04-05,1344,,,,1.0,,,,
1844505072,2016-04-06,1346,7,1,0.016667,1.0,,,,
1844505072,2016-04-07,1965,6344,290,0.322222266666667,1.46,,,,
1844505072,2016-04-08,1827,5316,221,0.245555533333333,1.35,,,,
1844505072,2016-04-09,1804,4979,184,0.219047571428571,1.34,221,109,306,636
1844505072,2016-04-10,1971,6550,305,0.338888866666667,1.46,277,10,38,325
1844505072,2016-04-11,1886,5430,251,0.26145825,1.4,,,,
1844505072,2016-04-12,2423,6697,339,0.3531249375,1.51,,,,
1844505072,2016-04-13,1860,4929,248,0.295238214285714,1.38,,,,
1844505072,2016-04-14,2128,7905,373,0.327193052631579,1.58,0,52,172,224
1844505072,2016-04-15,1723,3844,176,0.244444416666667,1.28,644,36,57,737
1844505072,2016-04-16,1656,3414,147,0.30625,1.23,,,,
1844505072,2016-04-17,1792,4525,221,0.3683333,1.33,,,,
1844505072,2016-04-18,1814,4597,241,0.2677778,1.35,,,,
1844505072,2016-04-19,1364,197,10,0.0833335,1.01,,,,
1844505072,2016-04-20,1346,8,1,0.016667,1.0,,,,
1844505072,2016-04-21,2063,8054,340,0.377777866666667,1.53,,,,
1844505072,2016-04-22,1828,5372,220,0.3055555,1.36,,,,
1844505072,2016-04-23,1643,3570,139,0.2895835,1.22,,,,
1844505072,2016-04-24,1344,,,,1.0,,,,
1844505072,2016-04-25,1344,,,,1.0,,,,
1844505072,2016-04-26,1344,,,,1.0,,,,
1844505072,2016-04-27,1346,4,1,0.016667,1.0,,,,
1844505072,2016-04-28,1993,6899,302,0.359523857142857,1.48,,,,
1844505072,2016-04-29,1855,4920,247,0.2572916875,1.38,0,28,83,111
1844505072,2016-04-30,1763,4014,184,0.235897615384615,1.31,722,110,206,1038
1844505072,2016-05-01,1539,2573,89,0.3708335,1.14,590,77,106,773
1844505072,2016-05-02,1345,,,,1.0,,,,
1844505072,2016-05-03,1742,4059,184,0.219047642857143,1.29,,,,
1844505072,2016-05-04,1547,2080,87,0.207142857142857,1.15,,,,
1844505072,2016-05-05,1587,2237,120,0.333333333333333,1.18,,,,
1844505072,2016-05-06,1348,44,2,0.033333,1.0,,,,
1844505072,2016-05-07,1344,,,,1.0,,,,
1844505072,2016-05-08,1344,,,,1.0,,,,
1844505072,2016-05-09,1344,,,,1.0,,,,
1844505072,2016-05-10,1344,,,,1.0,,,,
1844505072,2016-05-11,1344,,,,1.0,,,,
1844505072,2016-05-12,616,,,,1.0,,,,
1927972279,2016-03-12,2758,4252,223,0.2477778,1.32,608,2,18,628
1927972279,2016-03-13,2608,3652,179,0.165740833333333,1.27,505,3,8,516
1927972279,2016-03-14,2135,222,17,0.0944443333333333,1.02,173,1,5,179
1927972279,2016-03-15,2560,5501,175,0.324074,1.24,68,0,0,68
1927972279,2016-03-16,2893,8747,311,0.304901941176471,1.43,599,5,41,645
1927972279,2016-03-17,3395,14085,520,0.481481444444444,1.69,6,0,0,6
1927972279,2016-03-18,3677,18267,604,0.559259222222222,1.81,523,8,22,553
1927972279,2016-03-19,2310,1350,111,0.108823588235294,1.16,583,2,26,611
1927972279,2016-03-20,2518,3189,160,0.1666666875,1.25,548,5,23,576
1927972279,2016-03-21,2206,917,67,0.0744444666666667,1.1,334,0,18,352
1927972279,2016-03-22,2666,7058,240,0.235294235294118,1.34,379,4,11,394
1927972279,2016-03-23,2551,4008,176,0.162962944444444,1.28,447,4,23,474
1927972279,2016-03-24,2174,709,58,0.0878788181818182,1.09,428,1,8,437
1927972279,2016-03-25,2625,4212,209,0.183333368421053,1.32,60,0,3,63
1927972279,2016-03-26,2433,2595,139,0.144791625,1.22,387,0,19,406
1927972279,2016-03-27,3587,18579,595,0.762820461538462,1.8,112,1,7,120
1927972279,2016-03-28,3910,21216,705,0.5875,1.96,219,0,11,230
1927972279,2016-03-29,2627,4673,215,0.275641,1.32,563,2,23,588
1927972279,2016-03-30,3406,16361,528,0.517647176470588,1.71,401,0,3,404
1927972279,2016-03-31,2547,5873,199,0.276389,1.28,493,4,23,520
1927972279,2016-04-01,2588,4317,214,0.209804,1.3,369,0,14,383
1927972279,2016-04-02,2785,5662,267,0.22249995,1.4,280,7,28,315
1927972279,2016-04-03,2448,3198,146,0.173809428571429,1.23,107,1,3,111
1927972279,2016-04-04,2380,2352,128,0.152380928571429,1.19,465,0,18,483
1927972279,2016-04-05,2345,2234,108,0.105882470588235,1.17,393,4,23,420
1927972279,2016-04-06,2202,1259,73,0.135185111111111,1.1,414,1,14,429
1927972279,2016-04-07,2128,768,43,0.119444166666667,1.07,,,,
1927972279,2016-04-08,2086,519,34,0.14166675,1.05,,,,
1927972279,2016-04-09,2407,2523,152,0.1809525,1.21,39,1,7,47
1927972279,2016-04-10,2441,2105,139,0.128703666666667,1.21,479,3,14,496
1927972279,2016-04-11,2253,1209,73,0.0811111333333333,1.11,620,5,24,649
1927972279,2016-04-12,3136,702,58,0.0690475714285714,1.08,1108,1,40,1149
1927972279,2016-04-13,2150,356,32,0.066666625,1.04,398,7,17,422
1927972279,2016-04-14,2382,2163,106,0.1766668,1.16,47,0,4,51
1927972279,2016-04-15,2222,980,51,0.141666666666667,1.08,428,0,20,448
1927972279,2016-04-16,2064,,,,1.0,,,,
1927972279,2016-04-17,2064,,,,1.0,,,,
1927972279,2016-04-18,2112,244,17,0.141667,1.02,,,,
1927972279,2016-04-19,2064,,,,1.0,,,,
1927972279,2016-04-20,2064,,,,1.0,,,,
1927972279,2016-04-21,2065,,,,1.0,,,,
1927972279,2016-04-22,2094,149,10,0.0555556666666667,1.01,,,,
1927972279,2016-04-23,2500,2945,145,0.201388833333333,1.21,,,,
1927972279,2016-04-24,2326,2090,90,0.37500025,1.13,,,,
1927972279,2016-04-25,2100,152,12,0.1,1.02,115,0,10,125
1927972279,2016-04-26,2638,3761,192,0.177777833333333,1.28,181,0,9,190
1927972279,2016-04-27,2064,,,,1.0,,,,
1927972279,2016-04-28,2351,1675,95,0.121794923076923,1.14,166,0,12,178
1927972279,2016-04-29,2064,,,,1.0,,,,
1927972279,2016-04-30,2064,,,,1.0,,,,
1927972279,2016-05-01,2411,2704,114,0.146153846153846,1.17,,,,
1927972279,2016-05-02,2506,3790,158,0.292592666666667,1.21,,,,
1927972279,2016-05-03,2197,1326,47,0.261111333333333,1.06,,,,
1927972279,2016-05-04,2340,1786,87,0.131818454545455,1.13,,,,
1927972279,2016-05-05,2064,,,,1.0,,,,
1927972279,2016-05-06,2384,2091,108,0.257142857142857,1.16,,,,
1927972279,2016-05-07,2230,1510,48,0.4,1.08,,,,
1927972279,2016-05-08,2064,,,,1.0,,,,
1927972279,2016-05-09,2064,,,,1.0,,,,
1927972279,2016-05-10,2064,,,,1.0,,,,
1927972279,2016-05-11,2064,,,,1.0,,,,
1927972279,2016-05-12,1376,,,,1.0,,,,
2022484408,2016-03-12,2334,10522,302,0.5033335,1.56,,,,
2022484408,2016-03-13,2252,9790,326,0.417948769230769,1.51,135,0,9,144
2022484408,2016-03-14,2631,11694,422,0.541025615384615,1.76,,,,
2022484408,2016-03-15,2653,10663,466,0.7766667,1.78,,,,
2022484408,2016-03-16,2641,12650,454,0.540476285714286,1.77,,,,
2022484408,2016-03-17,2313,8653,307,0.393589769230769,1.55,,,,
2022484408,2016-03-18,2459,12351,395,0.506410307692308,1.65,,,,
2022484408,2016-03-19,2716,15054,525,0.624999928571428,1.82,,,,
2022484408,2016-03-20,2447,11479,410,0.569444416666667,1.64,,,,
2022484408,2016-03-21,2885,13055,522,0.621428571428571,1.93,,,,
2022484408,2016-03-22,2398,12011,405,0.482142785714286,1.61,,,,
2022484408,2016-03-23,2657,15355,504,0.646153846153846,1.78,,,,
2022484408,2016-03-24,3139,15847,633,0.7535715,2.1,,,,
2022484408,2016-03-25,2782,16503,541,0.6011112,1.86,,,,
2022484408,2016-03-26,2613,13361,406,0.483333285714286,1.75,,,,
2022484408,2016-03-27,2338,10374,346,0.443589769230769,1.57,,,,
2022484408,2016-03-28,2219,9740,312,0.4,1.49,,,,
2022484408,2016-03-29,3111,15144,566,0.725641,2.08,,,,
2022484408,2016-03-30,2869,14519,539,0.641666642857143,1.92,,,,
2022484408,2016-03-31,3066,16043,579,0.689285642857143,2.05,,,,
2022484408,2016-04-01,2642,13603,461,0.698484909090909,1.77,,,,
2022484408,2016-04-02,2038,5477,237,0.329166666666667,1.37,,,,
2022484408,2016-04-03,2393,11144,398,0.510256307692308,1.6,,,,
2022484408,2016-04-04,2578,15313,457,0.634722083333333,1.73,,,,
2022484408,2016-04-05,2734,10805,480,0.571428714285714,1.83,,,,
2022484408,2016-04-06,2731,15392,483,0.575,1.83,,,,
2022484408,2016-04-07,3019,18247,592,0.758974307692308,2.02,,,,
2022484408,2016-04-08,2575,13023,440,0.488888933333333,1.73,,,,
2022484408,2016-04-09,2810,16267,466,0.5177778,1.88,,,,
2022484408,2016-04-10,2456,10005,388,0.461904642857143,1.65,,,,
2022484408,2016-04-11,2565,10106,427,0.547436,1.72,,,,
2022484408,2016-04-12,3514,18542,578,0.566666764705882,1.6,,,,
2022484408,2016-04-13,2599,12024,431,0.513095285714286,1.74,,,,
2022484408,2016-04-14,2310,10690,359,0.427380928571429,1.55,,,,
2022484408,2016-04-15,2525,11034,381,0.488461538461539,1.69,,,,
2022484408,2016-04-16,2174,10100,296,0.548148333333333,1.46,,,,
2022484408,2016-04-17,2781,15112,473,0.606410230769231,1.86,,,,
2022484408,2016-04-18,2768,14131,461,0.512222266666667,1.85,,,,
2022484408,2016-04-19,2484,11548,357,0.540909,1.67,,,,
2022484408,2016-04-20,2896,15112,546,0.6066668,1.94,,,,
2022484408,2016-04-21,3157,12453,673,0.8011905,2.11,,,,
2022484408,2016-04-22,2637,12954,449,0.498888866666667,1.77,,,,
2022484408,2016-04-23,2065,6001,249,0.377272909090909,1.38,,,,
2022484408,2016-04-24,2526,13481,379,0.574242363636364,1.69,,,,
2022484408,2016-04-25,2466,11369,365,0.506944583333333,1.65,,,,
2022484408,2016-04-26,2790,10119,488,0.580952357142857,1.87,,,,
2022484408,2016-04-27,2458,10159,379,0.574242454545455,1.65,,,,
2022484408,2016-04-28,2295,10140,349,0.415476285714286,1.54,,,,
2022484408,2016-04-29,2608,10245,424,0.58888875,1.75,,,,
2022484408,2016-04-30,2729,18387,446,0.495555533333333,1.83,,,,
2022484408,2016-05-01,2377,10538,376,0.447618857142857,1.59,,,,
2022484408,2016-05-02,2472,10379,401,0.514102538461539,1.66,,,,
2022484408,2016-05-03,2750,12183,494,0.548888866666667,1.84,,,,
2022484408,2016-05-04,2647,11768,434,0.482222266666667,1.77,,,,
2022484408,2016-05-05,2606,11895,458,0.587179615384615,1.75,,,,
2022484408,2016-05-06,2497,10227,401,0.514102384615385,1.67,,,,
2022484408,2016-05-07,1992,6708,213,0.44375,1.34,,,,
2022484408,2016-05-08,1842,3292,135,0.321428571428571,1.24,,,,
2022484408,2016-05-09,2709,13379,496,0.551111133333333,1.81,,,,
2022484408,2016-05-10,2795,12798,498,0.69166675,1.87,,,,
2022484408,2016-05-11,2542,13272,448,0.678787909090909,1.7,,,,
2022484408,2016-05-12,1750,8339,295,0.546296222222222,1.74,,,,
2026352035,2016-03-12,1678,7676,338,0.296491263157895,1.5,540,6,26,572
2026352035,2016-03-13,1694,7757,363,0.355882411764706,1.52,648,2,21,671
2026352035,2016-03-14,1808,10185,407,0.376851888888889,1.62,510,0,28,538
2026352035,2016-03-15,1801,10052,399,0.350000052631579,1.61,422,4,10,436
2026352035,2016-03-16,1802,10408,377,0.369607823529412,1.61,144,3,16,163
2026352035,2016-03-17,1623,6562,311,0.25916675,1.45,479,4,27,510
2026352035,2016-03-18,1319,2025,121,0.118627470588235,1.18,575,4,32,611
2026352035,2016-03-19,1427,3089,194,0.170175526315789,1.28,515,6,29,550
2026352035,2016-03-20,1418,3406,177,0.1475001,1.27,545,8,35,588
2026352035,2016-03-21,1463,4603,196,0.171929842105263,1.31,567,6,31,604
2026352035,2016-03-22,1392,3322,163,0.159803941176471,1.25,520,4,21,545
2026352035,2016-03-23,1395,3211,161,0.157843058823529,1.25,562,0,38,600
2026352035,2016-03-24,1336,2152,124,0.0984128095238095,1.2,531,5,31,567
2026352035,2016-03-25,1433,4069,176,0.162962944444444,1.28,495,5,26,526
2026352035,2016-03-26,1360,2217,146,0.128070210526316,1.22,579,1,41,621
2026352035,2016-03-27,1425,3317,184,0.180392176470588,1.27,545,3,33,581
2026352035,2016-03-28,1425,3340,183,0.169444388888889,1.28,510,1,28,539
2026352035,2016-03-29,1374,2839,144,0.133333388888889,1.23,482,8,31,521
2026352035,2016-03-30,1396,2739,167,0.154629555555556,1.25,468,3,49,520
2026352035,2016-03-31,1669,8093,312,0.247619142857143,1.5,524,1,30,555
